a;b;c;d;e;t
-35298661.68; 19229.59; -911.65; 38.02; -1927; 0
46288170.18; 4998.45; 5347.59; 351.22; 4474; 2
-207883606.93; 35309.34; 4227.29; 96.94; -5258; -2
-11642846.31; 844.09; 606.37; 480.56; -8027; 0
386464597.96; 60575.12; 535.67; 983.78; 6324; 0
-928151981.16; 116348.97; -1818.87; 517.21; -8104; 1
-1067549919.41; 107172.03; 1131.70; 141.65; -9857; -1
-512516877.50; 60351.41; 3126.04; 865.68; -8074; -2
733157.44; 43496.93; -2765.96; 948.46; 18; 0
-147338957.62; 70004.61; 1519.16; 275.27; -2060; 0
-258804364.02; 44357.12; -2808.82; 75.53; -6229; 1
-830271626.08; 78222.77; 6163.00; 839.94; -9839; -6
-85220846.24; 9385.12; 6084.26; 135.25; -5509; -3
-13686737.96; 15477.80; 6008.45; 306.87; -637; 0
238183952.36; 70464.64; -183.16; 880.52; 3389; 0
110655468.87; 18517.60; -305.71; 606.14; 6076; 0
535959550.45; 109568.67; -678.07; 515.86; 4922; 0
117280885.04; 38174.02; -1477.87; 125.92; 3196; 0
259409319.81; 53972.07; -175.03; 954.61; 4822; 0
-579821702.74; 76973.96; -2960.47; 936.79; -7834; 2
92582138.31; 103848.27; -979.23; 133.23; 900; 0
-134620714.35; 28981.47; 2420.61; 445.05; -4287; -1
-201746690.67; 47409.61; 6118.30; 308.07; -3769; -2
344931909.86; 51843.38; 955.02; 402.98; 6533; 0
297998091.19; 45922.34; 307.59; 393.73; 6446; 0
504978699.60; 71704.78; -1617.52; 743.90; 7205; -1
160376647.58; 48877.56; 167.28; 888.85; 3270; 0
-462094675.78; 105655.39; -1486.17; 945.96; -4436; 0
-297957311.18; 104066.28; -1605.03; 108.53; -2908; 0
-352424951.96; 58717.58; 4531.70; 30.68; -5572; -2
310746404.18; 34310.07; -1318.63; 168.48; 9419; -1
729091333.10; 93984.01; 3475.06; 432.29; 7481; 2
-113871270.88; 17808.20; -794.71; 755.45; -6693; 0
-27209.42; 1889.14; -1957.34; 413.85; 399; 0
-227632967.98; 78329.31; -2728.86; 576.42; -3011; 0
78097934.67; 12753.77; 725.34; 410.01; 5794; 0
-1007869350.69; 103440.07; 101.05; 753.96; -9734; 0
901036836.85; 93597.65; 3413.21; 598.48; 9288; 3
-404963384.99; 74302.26; 6255.41; 885.06; -5027; -3
169903257.16; 20840.58; 6431.21; 678.64; 6230; 4
214054646.84; 25221.37; -849.90; 267.75; 8783; 0
-502354953.73; 54107.38; 3469.12; 516.70; -8725; -3
839763004.77; 109919.46; -1786.19; 901.63; 7766; -1
-673642257.84; 74808.26; 3123.51; 961.82; -8644; -2
-84107655.32; 10794.73; 983.40; 480.23; -7141; 0
910825192.39; 87981.50; 6925.78; 795.97; 9597; 6
-502910574.89; 44424.14; 6119.64; 79.70; -9950; -6
553301104.31; 74554.28; 806.81; 361.37; 7342; 0
-127621989.35; 20586.20; -114.27; 551.08; -6234; 0
-227181696.02; 32803.47; 3262.85; 743.52; -6299; -2
622118219.71; 69300.18; 2010.94; 793.39; 8724; 1
-203506930.06; 21475.39; 5870.34; 842.19; -7442; -4
-611618684.38; 82190.52; 4860.24; 956.46; -7026; -3
182527223.66; 98229.25; 4314.13; 450.51; 1780; 0
485291499.01; 52395.11; -1041.51; 964.53; 9450; 0
760662982.20; 115679.24; 3809.13; 634.09; 6366; 2
-594110997.42; 71058.66; 5502.03; 676.90; -7760; -4
238059829.24; 98337.14; -1721.95; 483.92; 2464; 0
842081801.04; 116968.23; 1986.68; 888.09; 7079; 1
189412452.53; 95147.57; 4229.38; 531.66; 1906; 0
887544163.93; 117354.46; 4343.63; 77.38; 7293; 3
1208117409.25; 118887.38; 5532.54; 17.55; 9710; 5
-435625089.46; 49627.90; 5633.43; 111.15; -7883; -4
630357616.22; 70836.57; 1435.57; 918.29; 8722; 1
-6435504.48; 112228.25; 6947.76; 791.36; -54; 0
-38832718.34; 4824.76; -10.39; 23.36; -8066; 0
207129122.65; 54526.03; -1031.94; 316.66; 3872; 0
-105646142.37; 18223.52; 950.01; 984.99; -5510; 0
-366551509.82; 117978.21; 493.51; 61.14; -3094; 0
91505420.87; 77191.99; -1878.89; 378.26; 1215; 0
-83870380.38; 2553.87; 6131.96; 328.90; -9656; -5
236279293.61; 40573.26; 6242.53; 174.80; 5047; 3
256193697.14; 99249.04; 4389.19; 550.19; 2472; 1
-78098194.77; 89523.36; -573.25; 399.63; -878; 0
-333420414.65; 92229.66; 2090.12; 349.30; -3535; 0
155598154.74; 30359.19; 6927.69; 799.72; 4173; 2
-774718901.93; 102732.63; 535.69; 471.09; -7502; 0
-399309120.79; 105311.22; 4539.99; 639.56; -3635; -1
607713044.90; 96623.45; 4898.95; 762.75; 5986; 2
53171658.12; 3174.51; 5969.37; 789.40; 5815; 3
-307459932.42; 60110.10; 4618.30; 102.53; -4750; -2
185016972.64; 69671.38; -942.94; 750.60; 2692; 0
138881716.95; 117190.23; 2329.32; 127.84; 1162; 0
523565852.46; 80104.74; 4083.37; 457.67; 6219; 2
343844133.99; 112318.02; 4357.96; 607.64; 2947; 1
-220088764.72; 27869.36; -569.84; 679.47; -8062; 0
-50495384.78; 94861.81; 5927.38; 648.65; -501; 0
-757465953.86; 85246.48; -1279.52; 952.91; -9021; 1
-685580306.61; 77611.59; -1036.10; 457.50; -8953; 0
831760409.52; 78554.01; 5905.82; 995.68; 9848; 5
-40490337.10; 82211.55; 253.50; 135.05; -491; 0
295958535.08; 51727.29; -1023.42; 341.35; 5837; 0
-554068835.07; 77144.13; 3004.70; 205.63; -6913; -2
365502546.43; 92810.93; 4526.64; 671.21; 3755; 1
-1004782927.82; 111508.89; 1236.05; 485.13; -8912; -1
314571995.79; 75411.18; -973.88; 985.92; 4226; 0
-243457230.84; 31020.01; 5268.14; 934.52; -6709; -3
-449788324.69; 57619.49; -828.04; 792.16; -7920; 0
523324129.00; 93330.89; -1487.42; 748.38; 5698; 0
257840422.38; 92370.96; -285.09; 512.70; 2800; 0
-409340955.53; 98642.41; -53.55; 154.11; -4152; 0
397436102.97; 43657.22; -1300.18; 811.83; 9383; -1
344216218.61; 80908.20; 255.73; 458.98; 4241; 0
-328644336.64; 75211.74; 6683.19; 782.57; -4013; -2
552626337.14; 91844.52; 1757.50; 575.28; 5904; 1
321581643.13; 56029.14; 1519.47; 129.03; 5588; 0
378898729.07; 49918.13; -2299.84; 163.58; 7957; -1
-602675179.72; 72826.36; 83.78; 71.30; -8266; 0
-73410212.44; 14034.45; 1123.56; 463.29; -4843; 0
271589995.57; 61886.27; 3494.09; 679.62; 4154; 1
-159463865.15; 35261.85; 6702.32; 124.70; -3800; -2
209959023.98; 86782.18; -2257.62; 181.92; 2484; 0
-63727960.86; 10198.47; 815.69; 391.00; -5786; 0
-842951822.43; 91158.06; 1913.80; 794.97; -9057; -1
606794971.07; 92700.61; 5232.73; 536.43; 6196; 3
-326108278.01; 38697.51; -1001.48; 763.69; -8651; 0
-386458197.21; 121462.09; -1667.24; 81.99; -3226; 0
-27026740.72; 2662.99; 2224.30; 658.28; -5530; -1
143154485.27; 27204.19; 6072.08; 577.02; 4302; 2
368150923.11; 38283.42; -341.45; 787.92; 9703; 0
-13297120.65; 14212.59; 2534.41; 37.31; -794; 0
-34230691.56; 80020.85; 521.95; 397.14; -425; 0
-296652511.34; 46010.21; 68.16; 76.47; -6438; 0
865574495.79; 106791.12; -1348.99; 409.42; 8209; -1
-10031530.10; 35769.47; 4680.25; 918.22; -248; 0
106641252.85; 87708.88; 4621.21; 612.81; 1155; 0
-63806159.73; 51449.86; 4965.84; 334.33; -1131; 0
-238885464.70; 106655.89; -484.57; 425.58; -2250; 0
-23353319.98; 6294.19; 2067.18; 670.95; -2793; 0
-1057177712.46; 118584.95; 3209.72; 659.64; -8680; -2
113809790.51; 94107.82; -437.21; 267.38; 1215; 0
-105093327.51; 11590.59; 663.77; 276.96; -8576; 0
201224862.23; 98021.91; -1232.66; 581.13; 2079; 0
95394889.81; 12359.56; 6482.01; 815.38; 5063; 3
171062677.08; 88573.33; 3445.32; 970.10; 1859; 0
209695790.01; 35122.12; 1076.01; 10.34; 5793; 0
-57238498.30; 4360.68; 5163.19; 876.90; -6010; -3
247552906.99; 78147.26; 5768.98; 851.15; 2950; 1
-210206038.17; 36576.82; 759.96; 899.54; -5630; 0
-75255961.10; 13397.91; -1414.47; 609.07; -6280; 0
-174215082.97; 108820.90; 2356.56; 657.22; -1567; 0
-563666541.91; 71536.94; 39.77; 524.78; -7875; 0
1200277438.93; 122360.06; 4828.40; 690.22; 9437; 4
-488989776.20; 99503.15; 2136.80; 256.85; -4811; -1
-295065266.24; 89970.84; -1627.95; 503.53; -3340; 0
48939672.68; 5222.34; 781.06; 323.74; 8152; 0
521275651.38; 115992.04; 6488.14; 65.95; 4256; 2
-115763559.80; 37515.59; -232.64; 714.04; -3105; 0
-194077469.31; 44319.52; 585.04; 513.93; -4322; 0
-1023076538.22; 106510.23; 786.74; 424.39; -9535; 0
-185133907.96; 26675.95; 5177.78; 624.54; -5812; -3
810554777.31; 92846.52; 4086.60; 787.40; 8362; 3
-98646333.33; 8324.47; 6522.97; 540.65; -6644; -4
294383034.57; 27261.94; 5822.24; 364.11; 8898; 5
-46701472.62; 91142.74; 970.61; 209.07; -507; 0
134541842.89; 93514.23; 4050.56; 525.70; 1379; 0
145393656.32; 15946.97; 3138.57; 889.50; 7618; 2
-909138776.42; 103982.97; 4209.20; 10.01; -8403; -3
-349146617.93; 75651.05; -1663.63; 577.34; -4719; 0
874329736.19; 117592.94; -1756.99; 982.06; 7548; -1
265480904.83; 86081.32; -2438.94; 877.97; 3174; 0
340644213.85; 68510.28; 839.11; 267.65; 4912; 0
289660056.94; 36161.36; 5136.05; 262.34; 7014; 3
-253956021.35; 89947.00; 4006.39; 593.26; -2703; -1
-344843622.82; 70114.19; -2997.87; 533.40; -5138; 1
-421229537.91; 50537.49; 5566.60; 866.97; -7508; -4
139791465.39; 105892.00; -1957.83; 565.08; 1345; 0
-31000776.70; 8023.12; 4824.28; 831.25; -2413; -1
755829565.75; 81781.47; 3729.29; 249.37; 8839; 3
785274151.50; 97542.26; 4071.89; 711.67; 7728; 3
-43685720.14; 66664.53; 441.03; 664.38; -651; 0
268827816.83; 32764.02; -953.84; 843.53; 8451; 0
-694875731.13; 96798.83; -2947.44; 712.62; -7404; 2
422558094.04; 103074.64; 1029.35; 806.06; 4059; 0
241394632.17; 28767.06; 2582.89; 611.38; 7700; 1
71367307.67; 15489.72; 4176.11; 731.73; 3629; 1
378484925.85; 33406.87; 5628.30; 412.01; 9696; 5
-20371003.26; 17855.30; -2328.62; 683.63; -1312; 0
179056853.41; 36803.33; -1430.58; 285.19; 5062; 0
22193258.44; 5269.55; 1601.43; 757.20; 3230; 0
-66095180.44; 45718.24; 2774.19; 680.76; -1363; 0
496063533.55; 51183.61; 3227.22; 61.76; 9117; 2
60023703.17; 79209.01; 1904.10; 515.83; 740; 0
-276575916.89; 48947.43; 4394.11; 950.70; -5185; -2
-103300142.08; 97167.59; 193.52; 741.00; -1061; 0
272902863.52; 99108.68; 5371.74; 643.42; 2612; 1
41334879.91; 27232.08; 6102.50; 470.09; 1240; 0
526983311.16; 60261.91; -829.94; 959.62; 8867; 0
-398810213.99; 89613.79; 3850.05; 993.88; -4267; -1
101674998.87; 86817.35; 233.17; 870.55; 1168; 0
-291874007.68; 100479.47; 1360.72; 875.28; -2866; 0
-189679432.81; 23704.94; 2425.30; 452.33; -7259; -1
349486258.09; 58025.08; -411.13; 763.44; 6066; 0
-117202064.53; 19021.04; 4732.92; 498.79; -4934; -2
-239282365.05; 30481.54; 756.36; 986.53; -7660; 0
602374632.88; 77712.88; 6335.48; 189.27; 7167; 4
825796153.78; 87214.15; -1666.01; 641.41; 9653; -1
-193283294.81; 20363.19; 3924.74; 182.78; -7958; -3
-175023189.95; 21972.54; 2675.14; 150.59; -7101; -1
-40706197.00; 54279.51; 6476.01; 524.00; -670; 0
772652204.67; 101730.52; 215.94; 98.25; 7579; 0
721461076.89; 80115.05; 3873.43; 995.68; 8590; 3
-95434839.14; 13171.46; 3020.40; 843.62; -5894; -1
-412783115.61; 80884.91; 2945.95; 372.51; -4924; -1
-25402164.69; 6196.54; -952.49; 112.52; -4844; 0
365347941.49; 39713.99; 4436.81; 85.27; 8275; 3
-144510512.40; 109224.16; 837.16; 213.10; -1313; 0
3972253.26; -75.48; -1913.63; 470.57; -1997; 0
-127292633.97; 19215.29; -915.60; 383.63; -6956; 0
325929782.23; 107599.45; -2798.88; 898.06; 3110; 0
-310687491.00; 24442.88; 6800.84; 240.36; -9944; -6
867358505.67; 117414.59; 1060.83; 521.40; 7321; 0
127626778.27; 90018.45; 6522.23; 638.29; 1322; 0
-449008405.10; 75081.25; 2094.48; 683.92; -5818; -1
153970759.09; 49551.39; 6972.38; 880.67; 2724; 1
-537556192.28; 91156.82; 4972.69; 346.22; -5592; -2
140209095.10; 108274.93; -917.28; 937.80; 1306; 0
258269881.76; 28450.39; 3505.79; 523.23; 8082; 2
-469193924.96; 93540.57; 6735.97; 67.58; -4679; -3
-321002386.66; 41973.65; 2156.45; 515.48; -7274; -1
925547049.72; 113496.83; 3572.11; 680.47; 7906; 2
411575338.93; 62936.52; 972.69; 442.47; 6440; 0
-20766895.66; 95390.99; -2681.63; 317.37; -224; 0
-792258619.05; 111248.36; 6893.40; 385.71; -6706; -4
58581877.24; 68719.60; 2374.91; 59.04; 824; 0
-149960956.83; 97269.15; -707.04; 347.16; -1553; 0
-17840133.43; 115409.82; -2497.59; 47.91; -158; 0
-295848996.69; 38292.45; 1557.90; 665.52; -7424; -1
-91121774.98; 24347.60; 6353.81; 480.12; -2968; -1
644793712.92; 118918.05; 223.43; 810.04; 5412; 0
-70998119.30; 29554.48; -2933.51; 563.20; -2667; 0
7264540.40; 2491.94; 546.35; 649.99; 2391; 0
237786316.48; 32692.66; 3032.44; 912.99; 6656; 2
-4664669.99; 53844.45; -2014.79; 789.58; -90; 0
153626710.28; 22667.13; 3380.12; 290.87; 5898; 1
-572690055.60; 55046.46; 2568.23; 228.90; -9940; -2
62054334.65; 62030.09; 6538.23; 922.77; 905; 0
913555789.53; 87682.56; 4567.85; 415.87; 9903; 4
-158048632.23; 34235.91; -486.47; 741.91; -4683; 0
-112143561.70; 48436.14; 1695.09; 295.74; -2237; 0
456425614.47; 75081.09; 5946.01; 867.02; 5633; 3
76847933.44; 51077.14; 6877.56; 406.17; 1326; 0
53063339.96; 25304.24; 3193.79; 106.15; 1862; 0
-479814438.10; 47240.28; 6695.70; 271.69; -8896; -5
636146601.10; 71533.94; -1124.80; 25.74; 9035; -1
36293985.76; 104734.10; -739.87; 788.42; 349; 0
160613486.17; 44997.67; -969.85; 589.88; 3648; 0
324180954.08; 96752.46; 75.78; 456.68; 3348; 0
-36406365.25; 20750.45; 3798.68; 115.31; -1483; 0
-660851804.57; 74540.56; 6446.18; 66.91; -8160; -5
7255379.00; 59109.72; 1351.77; 466.23; 120; 0
-295114755.08; 34924.86; 1047.20; 865.65; -8204; 0
-398375436.50; 49032.48; 2047.84; 830.93; -7799; -1
71722735.49; 51517.71; 6557.38; 77.53; 1235; 0
-520148730.03; 54509.38; 2244.44; 179.79; -9165; -2
-1174914794.04; 112766.87; 6392.85; 187.34; -9860; -6
-73325463.97; 6132.51; 3619.51; 444.61; -7519; -2
-136822695.03; 84466.54; 1101.12; 797.10; -1599; 0
-747252336.22; 81078.60; 303.71; 681.79; -9182; 0
-6427018.03; 1016.41; 3397.75; 729.01; -1456; 0
368296691.57; 48070.34; -743.60; 164.77; 7782; 0
-959449534.07; 122737.37; 871.18; 851.69; -7762; 0
-155446742.63; 39622.47; 6083.72; 354.64; -3401; -2
342249920.66; 54145.80; 4690.36; 679.53; 5817; 2
-383913281.19; 61198.76; -1202.94; 703.86; -6399; 0
-52567488.15; 90558.00; 6789.20; 373.96; -540; 0
-8868526.87; 1835.22; 3608.93; 572.29; -1629; 0
184522791.29; 46447.94; -637.91; 955.67; 4028; 0
150482758.74; 116659.44; 5090.36; 612.95; 1236; 0
36531656.23; 2946.91; 5784.37; 909.60; 4184; 2
173585911.81; 48617.93; 3029.17; 386.56; 3361; 1
246217698.11; 19289.61; 5729.97; 745.28; 9841; 5
-457289891.05; 121930.83; -1749.52; 645.27; -3805; 0
1157733788.18; 112593.18; 4598.22; 264.35; 9879; 4
268830609.95; 69572.17; 728.73; 18.66; 3824; 0
-208219167.92; 67555.82; 113.72; 174.07; -3077; 0
-99312080.60; 82272.17; -1530.64; 251.91; -1230; 0
-744674575.60; 117556.66; -818.21; 161.29; -6379; 0
393286156.25; 49085.15; 2004.24; 989.39; 7698; 1
616637895.36; 86416.58; 3999.53; 469.70; 6820; 2
-144539890.21; 79224.15; 1075.79; 810.70; -1800; 0
64830161.18; 25351.42; 2401.22; 345.90; 2336; 0
570588248.04; 97375.24; 2343.08; 213.72; 5722; 1
-231888554.27; 66155.97; 5019.16; 301.95; -3258; -1
162631729.51; 67432.65; -2819.33; 137.59; 2517; 0
469268077.31; 84662.71; 1079.68; 352.73; 5473; 0
45628921.57; 78251.38; 4409.71; 777.59; 552; 0
-320274382.41; 70387.53; 297.61; 377.59; -4531; 0
683429921.15; 95737.60; 1909.19; 571.74; 6999; 1
467855993.65; 82949.49; 835.61; 420.20; 5584; 0
640193139.11; 63298.05; 5186.45; 846.63; 9348; 4
-88337.91; 351.03; -629.70; 974.96; 317; 0
348541341.37; 52617.78; -2783.45; 796.40; 6994; -1
241744675.75; 26106.06; -114.81; 577.10; 9301; 0
198958662.10; 18639.89; 3989.62; 340.09; 8792; 3
170855086.37; 37041.58; -361.66; 989.08; 4658; 0
-55516087.40; 21924.15; 2276.41; 179.53; -2294; 0
38225920.79; 11755.19; 156.91; 442.67; 3209; 0
400777597.92; 93450.40; 4851.68; 246.60; 4077; 1
68684447.14; 79908.52; -1051.52; 17.83; 871; 0
-457844167.53; 42337.12; 5958.68; 449.78; -9480; -5
-47228842.13; 46521.12; -1326.06; 729.57; -1045; 0
504598198.60; 69710.86; 3493.58; 219.78; 6893; 2
-509850130.31; 61558.47; 6105.79; 636.54; -7535; -4
519217913.44; 54822.57; 1638.70; 168.89; 9196; 1
-667345924.58; 69273.57; 6124.23; 698.51; -8851; -5
55496432.88; 23635.61; -1803.81; 490.15; 2542; 0
-266308290.89; 56581.63; 4428.28; 392.59; -4365; -1
-396956263.12; 109868.95; 1949.72; 439.28; -3550; 0
-803479495.53; 117041.61; -1599.16; 413.14; -6960; 1
30208704.40; 36062.02; -1537.78; 49.71; 875; 0
-585005993.74; 116589.11; 4806.61; 396.56; -4819; -2
489773476.93; 74983.12; 66.45; 46.78; 6526; 0
584136969.20; 56086.29; 3150.80; 42.68; 9861; 3
-138569910.66; 109828.32; 585.95; 858.68; -1255; 0
91502571.33; 15219.30; 252.90; 721.49; 5914; 0
29843505.50; 61319.00; -2571.95; 679.93; 508; 0
-294609204.63; 83585.39; 829.85; 909.18; -3490; 0
-819931237.08; 99733.00; -563.76; 457.98; -8268; 0
864556431.95; 123239.14; -2355.97; 471.05; 7152; -1
420004001.72; 64143.49; 3402.98; 153.56; 6218; 2
-321937493.37; 52266.83; 6023.50; 872.94; -5523; -3
109098782.54; 103489.58; 3470.01; 295.90; 1020; 0
-38573578.12; 5943.61; -282.68; 84.66; -6814; 0
-1047430251.34; 122335.38; 2254.87; 966.11; -8407; -1
731365222.09; 103536.39; 1696.02; 696.41; 6950; 1
-155571590.26; 62458.82; -1759.80; 640.39; -2563; 0
-979947074.99; 107805.26; 5013.88; 172.77; -8686; -4
-34828682.73; 22599.86; -2989.12; 558.59; -1776; 0
106173745.21; 78908.93; 2139.74; 744.92; 1310; 0
-81101949.88; 4643.67; 4270.59; 166.91; -9098; -3
-428896862.65; 82532.88; 4095.45; 683.77; -4951; -2
7041454.06; 16167.36; -759.37; 956.97; 457; 0
102077347.23; 23098.33; 1039.13; 413.82; 4229; 0
-215334567.10; 58402.61; -1375.45; 703.17; -3776; 0
697477202.69; 105246.34; -2976.96; 37.01; 6820; -2
309215200.72; 113919.85; -2370.35; 545.75; 2772; 0
32018083.05; 30359.36; -407.93; 363.84; 1069; 0
106812909.23; 35972.22; -1922.84; 117.79; 3137; 0
-657150375.02; 122978.71; 871.72; 647.76; -5306; 0
-32331127.40; 38620.17; -1796.56; 796.67; -878; 0
-285400718.04; 76457.65; 3621.12; 287.52; -3564; -1
225652379.86; 49893.00; 6746.65; 898.17; 3984; 2
-92612735.52; 59631.29; 2028.32; 973.17; -1502; 0
-687182991.26; 64805.20; 5516.44; 87.12; -9772; -5
196953706.86; 117065.81; 2011.40; 386.58; 1654; 0
-691904012.63; 84497.75; 6030.06; 511.50; -7643; -4
19919717.24; 2901.53; 722.87; 949.10; 5496; 0
72588274.32; 7549.26; 6044.05; 211.96; 5340; 3
478125181.14; 103507.97; 1852.37; 864.53; 4538; 0
1001958540.65; 100044.90; 3860.37; 769.90; 9643; 3
679438977.22; 112240.44; 5881.78; 111.03; 5752; 3
-103392072.63; 35638.50; -2382.77; 392.59; -3109; 0
-395320636.56; 82453.93; -2348.43; 464.68; -4935; 1
10935204.29; -18.12; 1409.54; 430.16; 7859; 1
1104711507.66; 119127.82; 1434.39; 668.20; 9163; 1
134320367.02; 45969.84; -911.01; 121.04; 2981; 0
-521265348.04; 113799.26; -1650.95; 39.89; -4648; 0
611640340.16; 77503.74; 3272.85; 915.82; 7572; 2
-62898915.58; 31009.24; 1922.13; 237.57; -1910; 0
921386259.07; 105306.85; 2621.73; 481.74; 8537; 2
169460.36; 1450.51; -2715.14; 806.79; -134; 0
-300485623.50; 61676.12; 241.38; 538.07; -4853; 0
-123453041.12; 25177.54; 1818.53; 888.02; -4573; 0
801332469.62; 79023.85; 1593.10; 378.72; 9940; 1
-64084017.70; 66285.85; 5156.75; 342.12; -897; 0
-728617456.97; 86927.24; 678.56; 534.45; -8317; 0
539386767.85; 107317.25; 3235.48; 16.33; 4879; 1
-364732862.52; 44398.36; 1250.31; 214.86; -7990; -1
777379638.30; 121144.56; 3675.55; 464.55; 6228; 2
35550738.27; 22444.93; 2089.74; 204.26; 1449; 0
392057196.40; 99431.04; -1318.63; 803.41; 3996; 0
147853135.95; 20518.70; -256.52; 108.96; 7297; 0
-1036125740.50; 100106.28; 6512.96; 807.05; -9718; -6
77560954.35; 90586.93; 2078.48; 449.00; 837; 0
410335660.02; 42630.58; 5049.60; 451.07; 8606; 4
93691563.13; 24186.27; -388.56; 151.78; 3937; 0
936155326.65; 96967.61; 6269.63; 325.17; 9068; 5
217148769.66; 99778.17; 4670.49; 886.39; 2079; 0
7386778.50; 1376.32; -2694.68; 697.47; -5603; 1
102573035.09; 30272.96; -2963.84; 832.31; 3756; -1
-19316703.75; 103976.41; 5777.59; 742.32; -176; 0
205414965.59; 22666.93; 5295.90; 426.83; 7346; 3
-52082412.30; 575.31; 5541.95; 825.45; -8514; -4
134022596.72; 20185.01; 2799.48; 804.39; 5831; 1
341384863.83; 81971.47; 848.73; 114.00; 4122; 0
-225179505.92; 39516.86; 5073.14; 110.41; -5050; -2
381849375.51; 94736.19; 1399.10; 533.51; 3972; 0
5954171.71; 114189.04; 4894.39; 786.93; 50; 0
40365847.54; 29121.84; 2242.46; 801.31; 1287; 0
826538712.43; 102111.93; 883.55; 580.00; 8025; 0
-752497733.10; 112355.23; 2477.33; 161.54; -6553; -1
84415066.67; 54607.48; 4923.60; 992.09; 1418; 0
720672804.93; 105612.36; -158.34; 21.11; 6834; 0
-84001718.28; 79214.04; 107.70; 284.61; -1059; 0
-450717889.78; 59510.40; 5303.79; 964.12; -6954; -3
336495669.43; 91627.18; 6021.01; 715.41; 3446; 2
112826625.35; 53395.26; 6301.36; 195.98; 1890; 1
85038367.05; 102870.33; 2115.31; 96.71; 810; 0
132831299.88; 50115.05; 817.19; 17.10; 2608; 0
-15172432.55; 16811.07; -1169.39; 653.31; -970; 0
-1085938488.10; 120163.74; -2904.43; 329.40; -9261; 2
-311503925.55; 49346.63; 4268.50; 52.46; -5810; -2
-88058580.03; 13187.70; -713.05; 119.23; -7059; 0
-48288536.16; 7879.58; -2634.82; 951.34; -9207; 2
-92742542.70; 71919.95; -304.09; 36.47; -1295; 0
570415018.60; 86843.55; -1630.67; 801.27; 6694; -1
330536407.28; 31326.22; 2827.16; 605.50; 9678; 2
-876600124.64; 84728.70; 3593.73; 774.34; -9925; -3
301764001.00; 94169.89; 2363.70; 363.88; 3126; 0
-37050524.83; 45270.79; 23.25; 779.19; -818; 0
-345901481.80; 42315.50; 5172.34; 415.89; -7284; -3
304813312.04; 88663.11; -2362.62; 332.89; 3532; 0
-541478977.80; 117195.83; 876.35; 971.22; -4586; 0
228983833.73; 25290.93; 4957.92; 541.92; 7570; 3
-164153012.90; 74095.74; 4976.04; 623.32; -2076; -1
-215578659.63; 98263.80; 4490.57; 938.57; -2098; 0
106545001.94; 14481.68; -1658.84; 255.26; 8309; -1
149182463.19; 111955.82; -2824.54; 519.77; 1367; 0
192964398.21; 49695.46; 1138.16; 220.01; 3796; 0
666449503.48; 106683.64; 6504.12; 628.32; 5888; 3
-187626906.08; 59733.12; 1582.86; 538.34; -3060; 0
-128879867.94; 97632.69; 1125.83; 705.56; -1305; 0
301599940.26; 33804.67; 4787.77; 721.87; 7815; 3
-440415736.67; 98551.34; -1735.40; 617.07; -4549; 0
583056040.89; 84028.90; 5205.27; 210.08; 6534; 3
-534443758.67; 85853.19; -2058.31; 246.54; -6378; 1
-159664336.38; 23349.46; 1913.88; 287.49; -6320; -1
-216416333.80; 47511.79; -1573.28; 231.34; -4711; 0
-371449702.24; 91716.03; 1801.01; 42.91; -3972; 0
-1036788762.06; 121830.77; 6595.93; 319.75; -8073; -5
811191361.90; 108071.20; 3632.37; 811.75; 7262; 2
-45075750.97; 11601.31; 2082.89; 797.62; -3294; 0
1650493.03; 13572.42; 4367.72; 949.01; 92; 0
166499732.63; 20271.98; 449.83; 711.73; 8035; 0
-449115937.27; 86389.28; 6807.64; 264.26; -4819; -3
165089292.44; 58569.32; -151.31; 826.67; 2826; 0
-14296251.63; 54828.31; 3286.53; 342.34; -246; 0
173203236.33; 99944.59; -2310.30; 475.25; 1774; 0
